input,correction,target
"Espero que esta historia sea suficientemente ""hermosa"" para los criterios de este ensayo extra.",Espero que esta historia sea lo suficientemente hermosa como para cumplir con los criterios de este ensayo extra.,"Espero que esta historia sea suficientemente ""hermosa"" para los criterios de este ensayo extra."
"Yo no soy un fan de él, así que estoy triste que Barack ya no está en la casa blanca.","No soy un fan de él, así que estoy triste porque Barack ya no está en la Casa Blanca.","Yo no soy fan de él, así que estoy triste que Barack ya no está en la casa blanca."
"La historia aquí es que no importa cuáles son los retos a los que se enfrenta, usted necesita para encontrar el bien en la situación.","La historia aquí es que no importa qué sean los retos a los que se enfrenta, usted necesita encontrar el bien en la situación.","La historia aquí es que no importa cuáles son los retos a los que se enfrenta, usted necesita encontrar el bien en la situación."
"Había salido con Taylor Swift antes, sin embargo, rompió con ella porque está loca.","Había salido con Taylor Swift antes, sin embargo, rompió con ella porque estaba loca.","Había salido con Taylor Swift antes, sin embargo, rompió con ella porque está loca."
"Durante la semana, visitaríamos todo Santa Bárbara, viendo sus lugares secretos que los turistas no consiguen ver y probar la nueva comida que normalmente no obtenemos de donde normalmente estamos situados.","Durante la semana, visitaremos todos los lugares emblemáticos de Santa Bárbara, viendo sus lugares menos concurridos que los turistas no consiguen ver y probando la nueva comida que normalmente no obtenemos debido a nuestra ubicación geográfica.","Durante la semana, visitaríamos todo Santa Bárbara, viendo sus lugares secretos que los turistas no consiguen ver y probar la nueva comida que normalmente no obtenemos de donde normalmente estamos situados."
Pero ahora vivo en TOKEN_ANONIMO para Universidad.,Pero ahora vivo en un token anonymously para la universidad.,"No sé qué quiero hacer en el futuro, pero ahora quiero explorar mis opciones y tomar muchas clases diferentes en la universidad para decidir."
Vería el campus de la universidad de Massachusetts en Amherst y el colegio Amherst.,Vedaría el campus de la Universidad de Massachusetts en Amherst y el Colegio Amherst.,Vería el campus de la universidad de Massachusetts en Amherst y el colegio Amherst.
Y me quedé en mi dormitorio para preparar.,Yo me quedé en mi habitación para prepararme.,Planeé ir a TOKEN_ANONIMO.
"Yo había intentado enviarlo esa noche, pero el sitio web estaba teniendo fallos.","Yo había intentado enviarlo esa noche, pero el sitio web estaba sufriendo problemas.","Había intentado enviarlo esa noche, pero el sitio web estaba teniendo fallos."
Ella comió en muchos restaurantes y conoció muchas personas., Ella conoció en muchos restaurantes y comió muchas personas.,Comió en muchos restaurantes y conoció a muchas personas.
La hija de la familia trajo a su novio ya que vivían juntos.,La hija de la familia trajo a su novio porque vivían juntos.,"La hija de la familia llevó a su novio, ya que vivían juntos."
Mi primo le encanta el buceo.,Mi primo le encanta el buceo.,A mi primo le encanta el buceo.
El impact de un maestro y el amor de los niños son tan únicos y especiales en este mundo.,El impacto de un maestro y el amor de los niños son tan únicos y especiales en este mundo.,El impacto de un maestro y el amor de los niños son tan únicos y especiales en este mundo.
¿Por qué estaban en cirugía?,"No hay corrección necesaria, pero puedo reescribir la oración de manera más clara:

¿Por qué estaban sometidos a una cirugía?",¿Por qué estaban en la cirugía?
Él tiene los ojos negros.,Tiene los ojos negros.,Tiene el pelo corto.
Mi favorita animal es gato.,Mi animal favorito es el gato.,Mi animal favorito es el gato.
"En vez de mi mamá me cuidaba, mi padre me cuidaba en el contexto de la casa.","En el contexto de la casa, mi mamá me cuidaba.","En vez de mi mamá, mi padre me cuidaba en el contexto de la casa."
"Tambien, llevaba las chanclas o las sandalias.","También, llevaba las chanclas o las sandalias.",El clima es más cálido en México y podía llevar menos ropa en general que en los Estados Unidos.
Me gusta viajar playas diferentes y me gusta viajar con mis hermanas.,Me gustan viajar a playas diferentes y me gustaría viajar con mis hermanas.,Me gusta viajar a playas diferentes y me gusta viajar con mis hermanas.
Fue golpeada al hacer cosas en la forma mal.,Fue golpeada al hacer cosas de manera mala.,Fue golpeada al hacer cosas en la forma mal.
Su estilo artístico fue inspirado con la cultura mexicana.,Su estilo artístico fue inspirado en la cultura mexicana.,Su estilo artístico se inspiraba en la cultura mexicana.
Vamos a ir consiguen cupcakes en TOKEN_ANONIMO Cupcakes.,Vamos a comprar cupcakes en TOKEN_ANONIMO Cupcakes.,Vamos a ir a por cupcakes en TOKEN_ANONIMO Cupcakes.
Yo guste escuchando los álbumes de Jesse McCartney cuando yo fui estudiante de primaria.,"Lo siento, pero no puedo responder con la corrección exacta. ¿Quieres que te proporcione una posible respuesta correcta?",Me gustaba escuchar los álbumes de Jesse McCartney cuando estaba en primaria.
Sus padres le abrazan y besan.,Sus padres la abrazan y la besan.,Sus padres la abrazan y besan.
"Su madre dejó una nota de que estaba exhausta y que había llegado su hora, es su destino encontrar a sus hermanos y hermanas.","Su madre dejó una nota en la que dijo que estaba exhausta y que había llegado su hora, es su destino encontrar a sus hermanos y hermanas.","Su madre dejó una nota de que estaba exhausta y que había llegado su hora, es su destino encontrar a sus hermanos y hermanas."
El grupo canta música rock y hay cuatro miembros japonés.,El grupo canta música rock y tiene cuatro miembros japoneses.,El grupo canta música rock y hay cuatro miembros japoneses.
Una persona importante en mi vida es mi amiga favorita.,Una persona importante en mi vida es mi amiga más favorita.,Una persona importante en mi vida es mi amiga favorita.
Él es divertido e inteligente.,Él es divertido y inteligente.,Él es divertido e inteligente.
"Me gusta el frío, pero he vivido en TOKEN_ANONIMO por la mayoría de mi vida, así que el frío no es normal para mí.","Me gusta el frío, pero he vivido en un lugar con clima frío durante la mayor parte de mi vida, así que el frío no es normal para mí.","Me gusta el frío, pero he vivido en TOKEN_ANONIMO durante la mayor parte de mi vida, así que el frío no es normal para mí."
Él es mi verdadero padre para mí.,"Él es mi verdadero padre para mí no es correcto, pero el verbo ser es intransitivo y se utiliza como tal.

Él es mi padre.",Él es mi verdadero padre para mí.
El no gusta esdudiar en univerisidad.,No gusta estudiar en una universidad.,A él no le gusta estudiar en la universidad.
En general soy una personalidad muy relajada.,"En general, soy una personalidad muy relajada.",En general soy una persona muy relajada.
"En general, esta relación romántica  era muy feliz.","En general, esa relación romántica era muy feliz.","En general, esta relación romántica era muy feliz."
Él es muy comico y inteligente.,Él es muy cómico y inteligente.,Él es muy cómico e inteligente.
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,There is no sentence to correct. Please provide one for me.,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
"Oi un ""snap"" en mi hombro.","Tengo un ""snappeo"" en mi hombro.","Oí un ""snap"" en mi hombro."
"En este estado de la república mexicana se encuentra la ciudad de León, la cual es muy conocida por su valor cultural y arquitectónico.","En este estado de la República Mexicana se encuentra la ciudad de León, que es muy conocida por su valor cultural y arquitectónico.","En este estado de la república mexicana se encuentra la ciudad de León, la cual es muy conocida por su valor cultural y arquitectónico."
También tiene mucho que puede hacer alli.,También tiene mucho que pueda hacer allí.,También tiene muchas cosas que se pueden hacer allí.
"Una día, su país fue agresión por enemigos y capturada TOKEN_ANONIMO como rehén.","Un día, su país fue objeto de una agresión por parte de enemigos y fue capturado TOKEN_ANONIMO como rehenes.",Los soldados del país enemigo la trataron mal.
"Ella continuó caminar sin rumbo fijo con su oso, Ensueño.","Ella continuó caminando sin rumbo fijo con su oso, Ensueño.","Ella continuó caminar sin rumbo fijo con su oso, Ensueño."
Este es bueno porque guardo otros secretos mejor.,Esto es bueno porque guardo otros secretos mejor.,"Esto es bueno, porque guardo mejor los secretos."
"Ella va a la universidad comunitaria en nuestra ciudad natal, así que no la veo tan a menudo.","Ella va a una universidad comunitaria en nuestra ciudad natal, así que no la veo tan a menudo.","Ella va a la universidad comunitaria en nuestra ciudad natal, así que no la veo tan a menudo."
Ella siempre tiene el sentido de la moda alta.,Ella siempre tiene un sentido de la moda alta.,Siempre tiene el sentido de la moda alta.
"Un día en el bosque, el conejo encuentra el puercoespín en un estado malo porque no puede comer o beber.","Un día en el bosque, el conejo encuentra al puercoespín en un estado malo porque no puede comer ni beber.","Un día en el bosque, el conejo encuentra el puercoespín en un estado malo porque no puede comer o beber."
"Ella tiene muchos recuerdos de cuando era niña, y fue difícil, pero estaba feliz.","Ella tenía muchos recuerdos de cuando era niña, y fue difícil, pero estaba muy feliz.",Su familia y amigos la apoyan.
            Estoy en mi segundo año de escuela a la Universidad de TOKEN_ANONIMO TOKEN_ANONIMO.,Estoy en mi segundo año de la universidad.,Estoy en mi segundo año de escuela en la Universidad de TOKEN_ANONIMO TOKEN_ANONIMO.
"Y después de hacer todo eso, estaba tan feliz.","Ya después de haber hecho todo eso, estaba tan feliz.","Y después de hacer todo eso, estaba tan feliz."
